filename,artist,title,style,genre,date
59656.jpg,b0a8029c99e6a75f2ff557b94e981de0,Saint Cecilia,Romanticism,religious painting,1895
42340.jpg,a2f9c82cad0bc8213ce6af4c6d8485fe,The Panciatichi Holy Family,Mannerism (Late Renaissance),religious painting,1540
79344.jpg,57a4723720fe446196e259123f11f8b1,The Mocking of Christ,Northern Renaissance,religious painting,1503
17040.jpg,26f9b721302a00962439d50cc9b5faaf,The Miracle of the Relic of the True Cross on the Rialto Bridge,High Renaissance,religious painting,1494
36554.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,The Adoration of the Magi,Early Renaissance,religious painting,1473
15595.jpg,26f9b721302a00962439d50cc9b5faaf,Glorification of St. Ursula and her Companions,High Renaissance,religious painting,1491
90703.jpg,93c69b3a9a93f0050802101d0a8605b6,The Martyrdom of St. Philip,Tenebrism,religious painting,1639
80497.jpg,78b13bdd9a3201382c52e7efe67b7099,The Mystical Nativity,Early Renaissance,religious painting,c.1500
102351.jpg,26f9b721302a00962439d50cc9b5faaf,The Pilgrims Meet Pope Cyriac before the Walls of Rome,High Renaissance,religious painting,1493
11098.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Resurrection,High Renaissance,religious painting,1500
95254.jpg,c3e9d9ebe5f2900190bef9342c440bd9,A Life of the Virgin,Northern Renaissance,religious painting,1503
101538.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Madonna with Child (particular detail),High Renaissance,religious painting,1500
95763.jpg,1b364d98237678788dceab6d21ca5d7f,Destruction of the Temple of Jerusalem ,Romanticism,religious painting,1867
38452.jpg,1b75de7e18ba6fa547a7aed27b4fb355,The Last Supper,High Renaissance,religious painting,1495
54112.jpg,94a18720289642f88ceb572b1ddceb76,The Adoration of the Magi,Northern Renaissance,religious painting,1535
54454.jpg,760e4eabd639621a3f81dabd57261139,The Merciful Knight,Romanticism,religious painting,1863
100831.jpg,c8c719bbaa146ed79fe08d536dc2dd7e,Night Startled by the Lark,Symbolism,religious painting,1820
22787.jpg,57a4723720fe446196e259123f11f8b1,Nativity and Concert of Angels from the Isenheim Altarpiece (central panel),Northern Renaissance,religious painting,c.1516
27061.jpg,d8ed2d6f032da7c79eb05c5502005520,Enthroned Madonna,Early Renaissance,religious painting,
13182.jpg,d8ed2d6f032da7c79eb05c5502005520,Saint George and the dragon,Early Renaissance,religious painting,1490
6812.jpg,57a4723720fe446196e259123f11f8b1,The Crucifixion (detail from the Isenheim Altarpiece),Northern Renaissance,religious painting,c.1515
19457.jpg,d880f75735034af92204bc70a5802e7d,Jonathan's Token to David,Academicism,religious painting,
38353.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,The Miracles of San Bernardino. The Healing of a Young,Early Renaissance,religious painting,1473
85031.jpg,eadb8b92da6754d70917ad9b9af6a95d,"Martyrdom of Saint Apollonia, detail",Northern Renaissance,religious painting,1456
66707.jpg,57a4723720fe446196e259123f11f8b1,Calvary,Northern Renaissance,religious painting,1508
55963.jpg,94a18720289642f88ceb572b1ddceb76,Passion of Christ,Northern Renaissance,religious painting,
39498.jpg,94a18720289642f88ceb572b1ddceb76,Nativity,Northern Renaissance,religious painting,1507
49400.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,St. Mary Magdalene,High Renaissance,religious painting,1500
85275.jpg,d8ed2d6f032da7c79eb05c5502005520,Madonna,Early Renaissance,religious painting,1486
12989.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,The Miracles of San Bernardino. The Healing of the blind and deaf Riccardo Micuzio,Early Renaissance,religious painting,1473
57955.jpg,57a4723720fe446196e259123f11f8b1,The Small Crucifixion,Northern Renaissance,religious painting,c.1510
98937.jpg,93c69b3a9a93f0050802101d0a8605b6,St. Jerome penitente,Tenebrism,religious painting,1652
5409.jpg,accb302082074fa3b73308a2e42f1fd4,The Annunciation,High Renaissance,religious painting,c.1534
51973.jpg,d8ed2d6f032da7c79eb05c5502005520,Virgin proclamation,Early Renaissance,religious painting,1482
32200.jpg,9f0984ce62483f294fc666d74e0974f6,Deesis,Northern Renaissance,religious painting,c.1527
70738.jpg,78b13bdd9a3201382c52e7efe67b7099,The Virgin and Child surrounded by Five Angels,Early Renaissance,religious painting,c.1470
87207.jpg,b5113e04495b3b4878bed279fe93a5f0,The Baptism of Christ,Classicism,religious painting,
36402.jpg,d8ed2d6f032da7c79eb05c5502005520,Annunciation angel,Early Renaissance,religious painting,1482
30586.jpg,a1129d0ff671abcf3362417839191ec4,"Deposition Diptych (Small Deposition, right wing)",Northern Renaissance,religious painting,c.1480
65732.jpg,78b13bdd9a3201382c52e7efe67b7099,Virgin and child with two angels,Early Renaissance,religious painting,1469
45572.jpg,26f9b721302a00962439d50cc9b5faaf,Debate of St. Stephen ,High Renaissance,religious painting,1514
86767.jpg,6229d98305ad62428418f25352c56603,St Jerome and St John the Baptist,Early Renaissance,religious painting,1428
75180.jpg,c4dd83cc13ff6d1e3f51c04aa4eaa877,The Good Samaritan,Expressionism,religious painting,1907
90572.jpg,3cc9a44380296d93e68b71a27643c25f,The Temptation of St. Anthony,Impressionism,religious painting,c.1877
11593.jpg,a2f9c82cad0bc8213ce6af4c6d8485fe,Noli me tangere,Mannerism (Late Renaissance),religious painting,
69402.jpg,a2f9c82cad0bc8213ce6af4c6d8485fe,Adoration of the Cross with the Brazen Serpent,Mannerism (Late Renaissance),religious painting,c.1544
70276.jpg,57a4723720fe446196e259123f11f8b1,Christ Carrying the Cross,Northern Renaissance,religious painting,1524
89927.jpg,db1318d32df7428076e03513ebf762bb,Anthony: What Is the Point of All This? The Devil: There Is No Point! (plate 18),Symbolism,religious painting,1896
51574.jpg,96caa81edd3fa3c230cf2efef02a144f,"Triptych The Pearl of Brabant. Left wing: St. John the Baptist, middle panel: Adoration of the Magi, right wing: St. Christopher",Northern Renaissance,religious painting,
102678.jpg,57a4723720fe446196e259123f11f8b1,The Crucifixion,Northern Renaissance,religious painting,1524
32885.jpg,54e7b38b5c91716bd3ad99a0ab740a18,"Crucifixion, seen from the Cross ",Symbolism,religious painting,c.1890
82494.jpg,7e7b4392f5776bb7c65a603155727f59,Rest on the Flight to Egypt,Northern Renaissance,religious painting,1514
90907.jpg,7e7b4392f5776bb7c65a603155727f59,Holy Family in the room with five angels,Northern Renaissance,religious painting,c.1507
92970.jpg,57a4723720fe446196e259123f11f8b1,Saints Erasmus and Mauritius,Northern Renaissance,religious painting,1523
42746.jpg,94a18720289642f88ceb572b1ddceb76,Countryside of wood with Saint George fighting the dragon,Northern Renaissance,religious painting,1510
72492.jpg,0641cf433776d46e89adfe142bd22379,Christ Blessing,Early Renaissance,religious painting,1465
70390.jpg,bc05d13501bcf1fbca160ee8c3dec5cc,The Embarkation of St. Paula in Ostia,Classicism,religious painting,
61368.jpg,b5acbdb08b54b53d0f201d6caafb82be,The Crucifixion,Baroque,religious painting,1638
13613.jpg,3cbb44e1535a883c98f70588daf6163f,La Descente de croix ,Romanticism,religious painting,1855.0
21356.jpg,ede635e53e1b4a905bbea74de30371cf,Sorrows,Mannerism (Late Renaissance),religious painting,1554
12093.jpg,a2f9c82cad0bc8213ce6af4c6d8485fe,Holy Family with St. Anne and the infant St. John the Baptist,Mannerism (Late Renaissance),religious painting,1550
67028.jpg,26f9b721302a00962439d50cc9b5faaf,"Virgin Mary and John the Baptist, praying to the child Christ ",High Renaissance,religious painting,c.1500
57741.jpg,c8c719bbaa146ed79fe08d536dc2dd7e,Melancholy,Symbolism,religious painting,1820
82348.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Madonna of Consolation,High Renaissance,religious painting,1498
13102.jpg,cdffaf890a8c3a6a93181f2bab1571e7,Crucifix,Byzantine,religious painting,1272
4524.jpg,26f9b721302a00962439d50cc9b5faaf,Lamentation of Christ,High Renaissance,religious painting,c.1510
98016.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Altarpiece of St. Augustine,High Renaissance,religious painting,1510
29097.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Pala di Sant Agostino (St. Bartolomeo),High Renaissance,religious painting,1523
60863.jpg,f0cac480e51f0a584f2a484504faa60d,"Triptych: Inner left Wing St. Philip, St. James the Great Right",Northern Renaissance,religious painting,1480
20965.jpg,bcc742e1dab75dec6fbdbe6fe50ba53b,St. John the Baptist,High Renaissance,religious painting,c.1517
56994.jpg,b3f06d944fdf7d1bb8d855eaa6b85496,The Last Supper,Northern Renaissance,religious painting,
98230.jpg,57a4723720fe446196e259123f11f8b1,St. Anthony Visiting St. Paul the Hermit in the Desert (left wing of the Isenheim Altar),Northern Renaissance,religious painting,1516
80202.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Polyptych of St. Peter (Santa Flavia),High Renaissance,religious painting,1500
91919.jpg,e655bc106f0f640870bc811cd29e6d8d,Crowned with Thorns,Northern Renaissance,religious painting,1500
5711.jpg,57a4723720fe446196e259123f11f8b1,The Temptation of St. Anthony (right wing of the Isenheim Altar),Northern Renaissance,religious painting,1515
48157.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,The Annunciation ,High Renaissance,religious painting,1497
7566.jpg,e655bc106f0f640870bc811cd29e6d8d,St. John the Baptist in Meditation,Northern Renaissance,religious painting,1499
73799.jpg,57a4723720fe446196e259123f11f8b1,The Annunciation (detail),Northern Renaissance,religious painting,c.1515
77076.jpg,94a18720289642f88ceb572b1ddceb76,Calvary,Northern Renaissance,religious painting,1526
40474.jpg,3524ecd495d905ffbe4f424717d747a1,The Finding of Moses,Classicism,religious painting,1638
14174.jpg,94a18720289642f88ceb572b1ddceb76,Madonna (Beautiful Maria of Regensburg),Northern Renaissance,religious painting,1522
49922.jpg,447365c43d41ed51d91605f2eb12e187,The Marriage in Cana,Baroque,religious painting,
94777.jpg,57a4723720fe446196e259123f11f8b1,Virgin and Mary Magdalen at the foot of the Cross (detail from the Isenheim Altarpiece),Northern Renaissance,religious painting,c.1515
14784.jpg,94a18720289642f88ceb572b1ddceb76,Susanna in the Bath,Northern Renaissance,religious painting,1526
67467.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,The Annunciation of Mary,Early Renaissance,religious painting,1489
24265.jpg,a2f9c82cad0bc8213ce6af4c6d8485fe,Stigmatization of St. Francis,Mannerism (Late Renaissance),religious painting,c.1544
49528.jpg,e655bc106f0f640870bc811cd29e6d8d,The Garden of Earthly Delights  (detail),Northern Renaissance,religious painting,1515
55807.jpg,e655bc106f0f640870bc811cd29e6d8d,Adoration of the Magi,Northern Renaissance,religious painting,1516
94565.jpg,57a4723720fe446196e259123f11f8b1,The Annunciation (detail),Northern Renaissance,religious painting,c.1515
4429.jpg,57a4723720fe446196e259123f11f8b1,The Temptation of St. Anthony (detail),Northern Renaissance,religious painting,
26759.jpg,57a4723720fe446196e259123f11f8b1,The Temptation of St. Anthony (detail),Northern Renaissance,religious painting,
53904.jpg,ede635e53e1b4a905bbea74de30371cf,Angel,High Renaissance,religious painting,1522
7467.jpg,57a4723720fe446196e259123f11f8b1,Heller Altarpiece (detail),Northern Renaissance,religious painting,c.1511
86143.jpg,9f0984ce62483f294fc666d74e0974f6,Virgin of Louvain,Northern Renaissance,religious painting,c.1516
49805.jpg,e655bc106f0f640870bc811cd29e6d8d,The Temptation of St. Anthony (detail),Northern Renaissance,religious painting,1516
25404.jpg,e655bc106f0f640870bc811cd29e6d8d,The Garden of Earthly Delights  (detail),Northern Renaissance,religious painting,1516
62274.jpg,e655bc106f0f640870bc811cd29e6d8d,The Garden of Earthly Delights  (detail),Northern Renaissance,religious painting,1516
73444.jpg,e655bc106f0f640870bc811cd29e6d8d,Adoration of the Magi,Northern Renaissance,religious painting,1516
95098.jpg,b2a43738fde0a20062a0900417351a9f,Christ driving the traders from the temple,Mannerism (Late Renaissance),religious painting,1570
21287.jpg,e655bc106f0f640870bc811cd29e6d8d,The Temptation of St. Anthony (detail),Northern Renaissance,religious painting,1516
82391.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,The Miracles of San Bernardino. The Healing of a Young (detail),Early Renaissance,religious painting,1473
51232.jpg,57a4723720fe446196e259123f11f8b1,Heller Altarpiece (detail from central part),Northern Renaissance,religious painting,
74226.jpg,94a18720289642f88ceb572b1ddceb76,Passion of Christ,Northern Renaissance,religious painting,c.1509
101518.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Madonna Enthroned with St. John the Tufer and St. Sebastian (detail),High Renaissance,religious painting,1493
64398.jpg,e655bc106f0f640870bc811cd29e6d8d,Adoration of the Magi,Northern Renaissance,religious painting,1516
24248.jpg,e655bc106f0f640870bc811cd29e6d8d,The Garden of Earthly Delights  (detail),Northern Renaissance,religious painting,1516
25922.jpg,d880f75735034af92204bc70a5802e7d,Elijah in the Wilderness,Academicism,religious painting,1878
86656.jpg,26f9b721302a00962439d50cc9b5faaf,St. Stephen Preaching ,High Renaissance,religious painting,1514
71608.jpg,57a4723720fe446196e259123f11f8b1,Heller Altarpiece (detail),Northern Renaissance,religious painting,c.1511
46347.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Martyrdom of the Ten Thousand,Northern Renaissance,religious painting,1508
50915.jpg,2a45bacf1ca9500ee789d3be7c79d4b2,Saint Barbara,Mannerism (Late Renaissance),religious painting,c.1522
68105.jpg,57a4723720fe446196e259123f11f8b1,The Isenheim Altarpiece,Northern Renaissance,religious painting,c.1516
94058.jpg,83e9823eb4868ca162fd3b7adff70096,Saul and the Witch of Endor,Romanticism,religious painting,1866
71228.jpg,bc05d13501bcf1fbca160ee8c3dec5cc,Seaport with the Embarkation of St. Ursula,Classicism,religious painting,1641
86281.jpg,a2f9c82cad0bc8213ce6af4c6d8485fe,The Dead Christ with the Virgin and St. Mary Magdalene,Mannerism (Late Renaissance),religious painting,1530
18699.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Madonna with Child,Early Renaissance,religious painting,1473
21623.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Altarpiece of St. Augustine,High Renaissance,religious painting,1510
99780.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,The Virgin and Child with an Angel ,High Renaissance,religious painting,c.1499
25730.jpg,599777e56cedc655aef921713d5becd1,The Miraculous Draught of Fishes (Peter's altar table),Northern Renaissance,religious painting,1444
50226.jpg,968f343113196290d910e3263f6fbc53,Gideon / Adam and Eve,Mannerism (Late Renaissance),religious painting,c.1550
48088.jpg,a087f33967e659c63924aa07c89b948f,Virgin and Child with St. Anne,Northern Renaissance,religious painting,c.1520
92814.jpg,f920b951670e3d8dc3c759f12ced7a3e,Saint Antony of Padua holding Baby Jesus,Tenebrism,religious painting,c.1625
48879.jpg,c3e9d9ebe5f2900190bef9342c440bd9,The Holy georg,Northern Renaissance,religious painting,
69261.jpg,93c69b3a9a93f0050802101d0a8605b6,The Trinity,Tenebrism,religious painting,c.1635
56789.jpg,3524ecd495d905ffbe4f424717d747a1,The Plague at Ashod,Classicism,religious painting,1630
18039.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Madonna with the Siskin,Northern Renaissance,religious painting,1506
37175.jpg,ad8cc0e8386fb460ac34a62244dffc26,Adoration of the Magi,Mannerism (Late Renaissance),religious painting,c.1520
88361.jpg,3d0eabaa03d5997194155a847a7a2e30,The Last Judgement: Sabbas the Sanctified,Byzantine,religious painting,1408
5443.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Doomsday,Northern Renaissance,religious painting,
98202.jpg,eb7aab875efeae0d20311261fc826ef0,Episodes of the hermit life,Early Renaissance,religious painting,1460
37631.jpg,f72f31224ccfa5ec42755d755eb374a5,Rachel Hiding the Idols,Rococo,religious painting,1728
89950.jpg,94a18720289642f88ceb572b1ddceb76,Holy Family with an Angel,Northern Renaissance,religious painting,1515
48340.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Visitation,Northern Renaissance,religious painting,
86791.jpg,ede635e53e1b4a905bbea74de30371cf,Annunciation,Mannerism (Late Renaissance),religious painting,c.1564
25870.jpg,776378f8b5806159933438cf094c5435,Mary Magdalene in Meditation,Baroque,religious painting,
17037.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Madonna and Child with St. Catherine and St. Rosa,High Renaissance,religious painting,1493
80525.jpg,48fc8e17fb4d3cb68c2d0112491f60f1,Madonna and Child in a landscape,High Renaissance,religious painting,1508
88273.jpg,a7b6670e2d23f415998849a8fdedae18,Crucifixion,Mannerism (Late Renaissance),religious painting,1565
87298.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,St. Sebastian tied to a Column,High Renaissance,religious painting,1510
90143.jpg,26f9b721302a00962439d50cc9b5faaf,The Departure of the English Ambassadors,High Renaissance,religious painting,1498
89252.jpg,26f9b721302a00962439d50cc9b5faaf,Arrival of St.Ursula during the Siege of Cologne,High Renaissance,religious painting,1498
10332.jpg,9f0984ce62483f294fc666d74e0974f6,Madonna and Child,Northern Renaissance,religious painting,1527
81127.jpg,e655bc106f0f640870bc811cd29e6d8d,The Concert in the Egg,Northern Renaissance,religious painting,1480
86320.jpg,aefb0cff142e18c62467d35f2bc0eb4f,Eve Repentant,Symbolism,religious painting,c.1875
18870.jpg,397c63db1c7b507d23abff3f8bb0fa18,Jeremiah mourning over the Destruction of Jerusalem,Baroque,religious painting,1630
61049.jpg,26f9b721302a00962439d50cc9b5faaf,St. Jerome and Lion in the Monastery,High Renaissance,religious painting,1509
75059.jpg,9357ef569a10c52a2ca5d95823cb2f8e,An Augustinian Friar Praying,Northern Renaissance,religious painting,
10963.jpg,aefb0cff142e18c62467d35f2bc0eb4f,She Shall be Called Woman,Symbolism,religious painting,c.1880
21360.jpg,94a18720289642f88ceb572b1ddceb76,Christ taking Leave of his Mother,Northern Renaissance,religious painting,1520
4407.jpg,e655bc106f0f640870bc811cd29e6d8d,The Seven Deadly Sins and the Four Last Things,Northern Renaissance,religious painting,1485
90844.jpg,7e7b4392f5776bb7c65a603155727f59,The Trinity and Mystic Pietà,Northern Renaissance,religious painting,
6672.jpg,57a4723720fe446196e259123f11f8b1,The Stuppach Madonna,Northern Renaissance,religious painting,c.1519
49080.jpg,26f9b721302a00962439d50cc9b5faaf,Burial of St. Jerome,High Renaissance,religious painting,1509
21472.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Christ on the Mount of Olives,Northern Renaissance,religious painting,
48300.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Head of the twelve year old Christ,Northern Renaissance,religious painting,
95693.jpg,8f59e3f70611b198f0536f60187cb64b,The Lamentation,Baroque,religious painting,c.1650
42212.jpg,26f9b721302a00962439d50cc9b5faaf,Vision of St. Augustine,High Renaissance,religious painting,1507
82195.jpg,51b72626792ce4fabab05000bac62e7d,Saint Vincent of Paule,Academicism,religious painting,1847
66242.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Temptation,Northern Renaissance,religious painting,
66394.jpg,c3e9d9ebe5f2900190bef9342c440bd9,St. Martin,Northern Renaissance,religious painting,
42767.jpg,9ee8bdc8cacd9654c2f565c618af10ab,Salome,Art Nouveau (Modern),religious painting,1906
86670.jpg,48fc8e17fb4d3cb68c2d0112491f60f1,Sacred Conversation,High Renaissance,religious painting,
28687.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Madonna with Children and St.John,Early Renaissance,religious painting,1485
5929.jpg,57a4723720fe446196e259123f11f8b1,The Resurrection of Christ (right wing of the Isenheim Altarpiece),Northern Renaissance,religious painting,c.1516
55377.jpg,aefb0cff142e18c62467d35f2bc0eb4f,Creation,Symbolism,religious painting,c.1875
25002.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Madonna Enthroned with Saints Catherine and Rose of Alexandria and two angels,Early Renaissance,religious painting,1492
2729.jpg,57a4723720fe446196e259123f11f8b1,Last Supper (Coburg Panel),Northern Renaissance,religious painting,c.1500
101054.jpg,2a45bacf1ca9500ee789d3be7c79d4b2,Madonna with the Long Neck,Mannerism (Late Renaissance),religious painting,1540
42366.jpg,a4a0c7f453db17be153de96ebcfc711f,Madonna in Maest (Ognissanti Madonna),Proto Renaissance,religious painting,c.1310
46411.jpg,22a5e4780daa9b676b6984d34d63c175,The Temptation of St. Anthony,Symbolism,religious painting,1878
13401.jpg,26f9b721302a00962439d50cc9b5faaf,St. George Killing the Dragon,High Renaissance,religious painting,1507
79317.jpg,c3e9d9ebe5f2900190bef9342c440bd9,The Cross of Christ,Northern Renaissance,religious painting,
50652.jpg,26f9b721302a00962439d50cc9b5faaf,The Birth of the Virgin,High Renaissance,religious painting,1508
39438.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Holy Family,Northern Renaissance,religious painting,
36770.jpg,94a18720289642f88ceb572b1ddceb76,Beheading of St. Catherine,Northern Renaissance,religious painting,1506
24108.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Pala di Sant Agostino (Adoration of Pastors),High Renaissance,religious painting,1523
64019.jpg,c3e9d9ebe5f2900190bef9342c440bd9,"Winged Man In Idealistic Clothing, playing a Lute",Northern Renaissance,religious painting,1497
28007.jpg,a7b6670e2d23f415998849a8fdedae18,Christ,Mannerism (Late Renaissance),religious painting,
94162.jpg,c3e9d9ebe5f2900190bef9342c440bd9,The Cross of Christ with Saint Veronica,Northern Renaissance,religious painting,
93831.jpg,c3e9d9ebe5f2900190bef9342c440bd9,St. Catherine,Northern Renaissance,religious painting,
10199.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Christ on the Mount of Olives,Northern Renaissance,religious painting,
66914.jpg,8f59e3f70611b198f0536f60187cb64b,The veneration of the Eucharist,Baroque,religious painting,
12105.jpg,c3e9d9ebe5f2900190bef9342c440bd9,St. Fridolin,Northern Renaissance,religious painting,
41126.jpg,9357ef569a10c52a2ca5d95823cb2f8e,The Virgin and Child with Saints and Donor,Northern Renaissance,religious painting,c.1510
76105.jpg,79f6b47483600c140c91e901f746a368,Flagellation of Our Lord Jesus Christ,Neoclassicism,religious painting,1880
88651.jpg,ad8cc0e8386fb460ac34a62244dffc26,Four Evangelists: Saint Luke,Mannerism (Late Renaissance),religious painting,1526
18801.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Christ,Northern Renaissance,religious painting,
12380.jpg,d7f21b854745372690a1896b8342d19f,Saint George,Symbolism,religious painting,1869
20488.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Pala di Sant Agostino (Baptism of Christ),High Renaissance,religious painting,1523
45066.jpg,7e7b4392f5776bb7c65a603155727f59,Altarpiece with The Martyrdom of St. Sebastian,Northern Renaissance,religious painting,1507
29912.jpg,e655bc106f0f640870bc811cd29e6d8d,The Temptation of St. Anthony (detail),Northern Renaissance,religious painting,1516
25678.jpg,eadb8b92da6754d70917ad9b9af6a95d,David Prayers,Northern Renaissance,religious painting,1460
