filename,artist,title,style,genre,date
18290.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
89963.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
91362.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
83477.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
64308.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
62361.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
43040.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
77755.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
43739.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
5669.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
29966.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
10260.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
95635.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
84097.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
55540.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
89697.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
13673.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
26278.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
6628.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
13929.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
72010.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
89915.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
12970.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
3423.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
76947.jpg,60532377d2fb5ccaf72bfac7c9406191,"Rue de la Tombe-Issoire, Paris",Expressionism,cityscape,1927
89965.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
17008.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
65415.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
31596.jpg,612edcdb31a0860c982b1833fc1e6d17,"The imperial summer residence, courtyard",Rococo,cityscape,1758
60641.jpg,3070182db82f8b5d908168d99bed421e,Houses in the snow print,Post-Impressionism,cityscape,
7325.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
95078.jpg,3a320926ef941d53716127548523450c,The Burning of the Houses of Parliament,Romanticism,cityscape,1834
15053.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
9834.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
75309.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Entrance to the Moulin de la Galette,Post-Impressionism,cityscape,1887
830.jpg,51b72626792ce4fabab05000bac62e7d,"Solomon's Wall, Jerusalem",Orientalism,cityscape,
21276.jpg,50591a7061fb340d875723f38e00cc3b,Spring on West 78th Street,Impressionism,cityscape,1905
59311.jpg,60532377d2fb5ccaf72bfac7c9406191,A Street Scene from Riga,Symbolism,cityscape,1925
62024.jpg,f8eb8562e3a8e1961e35893052a3da7e,Moonlit harbour of Volos,Realism,cityscape,
91694.jpg,d880f75735034af92204bc70a5802e7d,Old Damascus,Academicism,cityscape,1874
95046.jpg,d8ac73f0218c738977444c6217a35211,A Glance Down an Alley,Orphism,cityscape,
46919.jpg,2196c96d3612334fa07aa43daa6ef322,Seine and Eiffel tower in the sunset,Naïve Art (Primitivism),cityscape,1910
63776.jpg,3cc9a44380296d93e68b71a27643c25f,The Seine at Bercy,Impressionism,cityscape,1878
52355.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
56518.jpg,5d6136636d3015e201f6096d67c89860,The landing site in Stein an der Donau,Romanticism,cityscape,1844
67034.jpg,3cc9a44380296d93e68b71a27643c25f,Gardanne,Post-Impressionism,cityscape,1886
70833.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,The Pont Neuf ,Magic Realism,cityscape,1901
54168.jpg,a7a53fe6f3e4c66d6e4e7554c39fa71b,Casas,Naïve Art (Primitivism),cityscape,
4590.jpg,d3d2bb71e57d6bc4231e1370ed544649,Southern harbor,Surrealism,cityscape,1924.0
25493.jpg,234c8d1df0b49b512791078cf00cf352,Church at Moret after the Rain,Impressionism,cityscape,1894
11233.jpg,1a8d67dbb446bdc4298cc0be56932a38,Rouen Cathedral,Impressionism,cityscape,1893
37924.jpg,2196c96d3612334fa07aa43daa6ef322,View of Malakoff Hauts de Seine,Naïve Art (Primitivism),cityscape,1903
72602.jpg,234c8d1df0b49b512791078cf00cf352,Garden in Louveciennes in the Snow,Impressionism,cityscape,1874
23179.jpg,3a320926ef941d53716127548523450c,The Burning of the Houses of Parliament,Romanticism,cityscape,1835
15562.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Rouen Cathedral, evening, harmony in brown",Impressionism,cityscape,1894
33283.jpg,4b0465826ffd6db797ea6f3a5898df79,Rue a Ennery,Post-Impressionism,cityscape,1912
85049.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Les Alyscamps,Post-Impressionism,cityscape,1888
67895.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Backyards of Old Houses in Antwerp in the Snow,Realism,cityscape,1885
64314.jpg,f8eb8562e3a8e1961e35893052a3da7e,Moonlit harbour,Realism,cityscape,
76761.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,The Strong Castle and the place of Andelys,Magic Realism,cityscape,1924
32737.jpg,b116ecc6b7f7ac0611410344b2f13b9f,"Blackman Street, London",Romanticism,cityscape,1885
16871.jpg,9a85697fd693e11f87846ebc70c00227,Chruch in Cassone,Art Nouveau (Modern),cityscape,1913
17274.jpg,c67e1b5f39902c7b8986d307344e4f21,Winter Landscape,Post-Impressionism,cityscape,1942.0
92152.jpg,1419dccc553b12e6c8be580922985dde,Easter in the Village,Expressionism,cityscape,
68518.jpg,612edcdb31a0860c982b1833fc1e6d17,The Fortress of Konigstein,Rococo,cityscape,1758
29354.jpg,821cc8348e92c1dd6e2308b4d578fa25,The Park of Saint-Cloud ,Naïve Art (Primitivism),cityscape,1919
65885.jpg,d8ac73f0218c738977444c6217a35211,Street with church in Kandern,Expressionism,cityscape,1911
90386.jpg,059d590e174c545474f0fedcc126ce4c,Fribourg Suisse ,Romanticism,cityscape,1857.0
95505.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Rouen Cathedral, Magic in Blue",Impressionism,cityscape,1894
82235.jpg,059d590e174c545474f0fedcc126ce4c,"The Kapellbrücke, Lucerne ",Romanticism,cityscape,1861.0
63276.jpg,916dbdfaa7fa74cc1172a93fe37f3fc8,A View of a Town along the Rhine,Romanticism,cityscape,1841
56739.jpg,45f4183820ce1fa775f8a27d3120aad6,Palm Sunday Bazaar on Red Square,Art Nouveau (Modern),cityscape,1916
41174.jpg,5d6136636d3015e201f6096d67c89860,The Town Hall in Mödling,Romanticism,cityscape,1842
81554.jpg,a247e30c3ee8afa792fce2c25e3d3e8c,Autumn Day,Expressionism,cityscape,
57668.jpg,243f2396b12f19be7abd30ada72433d7,The Temple and Tank of Walkeschwar at Bombay,Orientalism,cityscape,
21498.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Restaurant de la Sirene at Asnieres,Post-Impressionism,cityscape,1887
80182.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Saint-Lazare Station, Exterior View",Impressionism,cityscape,1877
86798.jpg,5492f3de0de95c559f5d2ebcffb084a6,All the lights ,Surrealism,cityscape,1962.0
91270.jpg,b36edf57ed623e40e433565053f5f6ca,The Staircase,Tubism,cityscape,1913.0
55401.jpg,c67e1b5f39902c7b8986d307344e4f21,Landscape from Balcic,Post-Impressionism,cityscape,1929.0
1309.jpg,5d6136636d3015e201f6096d67c89860,The St. Nicholas Church in Gastein,Romanticism,cityscape,1897
14898.jpg,5d6136636d3015e201f6096d67c89860,The Cathedral of Capri,Romanticism,cityscape,1835
65748.jpg,5492f3de0de95c559f5d2ebcffb084a6,For the Brussels Luxembourg Station ,Expressionism,cityscape,1922.0
45563.jpg,243f2396b12f19be7abd30ada72433d7,A Court in the Alhambra,Orientalism,cityscape,1876
42589.jpg,5d6136636d3015e201f6096d67c89860,Trautson Palace in Vienna,Romanticism,cityscape,1845
55894.jpg,1a8d67dbb446bdc4298cc0be56932a38,Rouen Cathedral,Impressionism,cityscape,1894
4498.jpg,5d6136636d3015e201f6096d67c89860,The large market in Vienna,Romanticism,cityscape,1845
21031.jpg,5d6136636d3015e201f6096d67c89860,The Capitol in Rome,Romanticism,cityscape,1835
81000.jpg,14ca2cd12133edb1537d0d0c8e557e40,not identified,Metaphysical art,cityscape,
14545.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Congregation Leaving the Reformed Church in Nuenen,Realism,cityscape,1884
24889.jpg,b36edf57ed623e40e433565053f5f6ca,Houses in the trees landscape n°3,Cubism,cityscape,1914.0
65136.jpg,5d6136636d3015e201f6096d67c89860,The St. Stephen's Cathedral in Vienna,Romanticism,cityscape,c.1831
62513.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Rue Montargueil with Flags,Impressionism,cityscape,1878
7359.jpg,8a1a67964c0cbea29fc9801b5c42c553,Blagoveschensky Cathedral and Province Gymnasia on Blagoveschenskaya Square in Nyzhny Novgorod,Realism,cityscape,1870.0
10421.jpg,300c247c7a4d15b038983f91b1f837e2,Unter den Linden,Impressionism,cityscape,1913.0
63466.jpg,83518d02afc5754dd9e79985f56c3355,"Notre Dame, St. Michael, under the snow",Post-Impressionism,cityscape,
74571.jpg,d3d2bb71e57d6bc4231e1370ed544649,Nattbild (Night),Surrealism,cityscape,
49037.jpg,83518d02afc5754dd9e79985f56c3355,St.Denis,Post-Impressionism,cityscape,
62189.jpg,45f4183820ce1fa775f8a27d3120aad6,Moscow salutes,Socialist Realism,cityscape,1945
46283.jpg,8cdd41002b7b5c5d112865054a7fe13e,The Red Tower in Halle,Expressionism,cityscape,1915
76842.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Village Street and Steps in Auvers with Figures,Post-Impressionism,cityscape,1890
44204.jpg,50591a7061fb340d875723f38e00cc3b,"Columbian Exposition, Chicago",Impressionism,cityscape,1892
75570.jpg,821cc8348e92c1dd6e2308b4d578fa25,Gallant green,Post-Impressionism,cityscape,1926
6103.jpg,234c8d1df0b49b512791078cf00cf352,The Loing at Moret,Impressionism,cityscape,1885
33835.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,The Seine with the Pont de la Grande Jette,Post-Impressionism,cityscape,1887
9117.jpg,062244b785e58518f2f189329633c59e,A street in Cairo,Art Nouveau (Modern),cityscape,1921.0
2238.jpg,1a8d67dbb446bdc4298cc0be56932a38,The Seine at Vetheuil ,Impressionism,cityscape,1879
102885.jpg,6e995a98857a349071182cf6c713e35f,January,Baroque,cityscape,
61450.jpg,821cc8348e92c1dd6e2308b4d578fa25,Vence,Naïve Art (Primitivism),cityscape,1923
24411.jpg,12b5ed543127a1a4b92ab9b548e903d5,Female silhouette against the background of the castle,Post-Impressionism,cityscape,1911
44515.jpg,bc05d13501bcf1fbca160ee8c3dec5cc,Port at sunset,Classicism,cityscape,c.1649
78840.jpg,234c8d1df0b49b512791078cf00cf352,Church of Moret,Impressionism,cityscape,1893
62516.jpg,50591a7061fb340d875723f38e00cc3b,"Allies Day, May",Impressionism,cityscape,1917
73546.jpg,53128585a400eea9a4df4ff3ec89db41,"The Channel at Gravelines, Evening",Pointillism,cityscape,1890
52388.jpg,5d6136636d3015e201f6096d67c89860,The Pantheon and the Piazza della Rotonda in Rome,Romanticism,cityscape,1835
25088.jpg,dd4989789d310581024ae2b9203d5439,Pont Neuf,Impressionism,cityscape,1872
85713.jpg,1a8d67dbb446bdc4298cc0be56932a38,Villas at Bordighera 03,Impressionism,cityscape,1884
89875.jpg,67c1053cde05250df99a1d173e57003a,View on Delft ,Baroque,cityscape,c.1661
51077.jpg,dd4989789d310581024ae2b9203d5439,Steps in Algiers,Impressionism,cityscape,c.1882
36444.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,A house Magros,Realism,cityscape,1879
66024.jpg,821cc8348e92c1dd6e2308b4d578fa25,The casino of Nice,Naïve Art (Primitivism),cityscape,1929
12138.jpg,612edcdb31a0860c982b1833fc1e6d17,Ruins of Dresden's Kreuzkirche,Rococo,cityscape,1765
94170.jpg,3cc9a44380296d93e68b71a27643c25f,The House of Dr. Gached in Auvers,Impressionism,cityscape,1873
36595.jpg,83518d02afc5754dd9e79985f56c3355,"The Place de la Republique, Paris",Post-Impressionism,cityscape,
5611.jpg,d8ac73f0218c738977444c6217a35211,Kairouan (III),Orphism,cityscape,
18116.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Venice, Rio de Santa Salute",Impressionism,cityscape,1908
14414.jpg,8cdd41002b7b5c5d112865054a7fe13e,Frauenkirche,Expressionism,cityscape,1908
24981.jpg,3cc9a44380296d93e68b71a27643c25f,The House and the Tree ,Impressionism,cityscape,c.1874
804.jpg,1a8d67dbb446bdc4298cc0be56932a38,Charing Cross Bridge,Impressionism,cityscape,1903
13507.jpg,5d6136636d3015e201f6096d67c89860,Lower Austrian country house in Vienna Viewed from Minoritenplatz,Romanticism,cityscape,1845
83295.jpg,5d6136636d3015e201f6096d67c89860,Ruins of Diocletian at Spalato,Romanticism,cityscape,1841
51874.jpg,83518d02afc5754dd9e79985f56c3355,St.Martin,Post-Impressionism,cityscape,
52317.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Honfleur in the mist,Magic Realism,cityscape,1911
88868.jpg,bc05d13501bcf1fbca160ee8c3dec5cc,"The Campo Vaccino, Rome ",Classicism,cityscape,1636
87050.jpg,612edcdb31a0860c982b1833fc1e6d17,View of Dresden from the Right Bank of the Elbe with Augustus Bridge,Rococo,cityscape,c.1750
60131.jpg,f02369856dac75a59c92393f5a1f1912,"La Place du Carrousel, Paris: The Ruins of the Tuileries",Impressionism,cityscape,1882
5153.jpg,b36edf57ed623e40e433565053f5f6ca,The Staircase,Tubism,cityscape,1914.0
37140.jpg,50591a7061fb340d875723f38e00cc3b,The Avenue in the Rain,Impressionism,cityscape,1917
73993.jpg,234c8d1df0b49b512791078cf00cf352,First Snow in Louveciennes,Impressionism,cityscape,1870
89320.jpg,821cc8348e92c1dd6e2308b4d578fa25,Electricity,Naïve Art (Primitivism),cityscape,1937
76116.jpg,5d6136636d3015e201f6096d67c89860,The line of Hunter in Vienna,Romanticism,cityscape,1844
92455.jpg,234c8d1df0b49b512791078cf00cf352,Loing at Moret in the rain,Impressionism,cityscape,1888
55007.jpg,234c8d1df0b49b512791078cf00cf352,Barges on the Canal Saint Martin in Paris,Impressionism,cityscape,1870
92091.jpg,821cc8348e92c1dd6e2308b4d578fa25,Sailboat at Sainte-Adresse,Post-Impressionism,cityscape,1912
11970.jpg,234c8d1df0b49b512791078cf00cf352,Pont de Moret dans le soleil du matin,Impressionism,cityscape,1888
40521.jpg,3a320926ef941d53716127548523450c,Old London Brige,Romanticism,cityscape,
12214.jpg,12b5ed543127a1a4b92ab9b548e903d5,Locomotive,Cubo-Futurism,cityscape,1915
12922.jpg,b116ecc6b7f7ac0611410344b2f13b9f,The Lovers,Romanticism,cityscape,
24371.jpg,f02369856dac75a59c92393f5a1f1912,Westminster Bridge,Impressionism,cityscape,
54562.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Waterloo Bridge, Sunlight in the Fog",Impressionism,cityscape,1903
60394.jpg,5d6136636d3015e201f6096d67c89860,View of the Old Town Square with the Church in Prague They,Romanticism,cityscape,1843
61223.jpg,5492f3de0de95c559f5d2ebcffb084a6,Ruined palace ,Surrealism,cityscape,1935.0
29972.jpg,9bfa421135ab2d6a06156664b9479dd4,Night Windows,New Realism,cityscape,1928
93982.jpg,059d590e174c545474f0fedcc126ce4c,The Walls of Lucerne ,Romanticism,cityscape,1866.0
1016.jpg,1a8d67dbb446bdc4298cc0be56932a38,San Giorgio Maggiore at Dusk,Impressionism,cityscape,1908
25581.jpg,12b5ed543127a1a4b92ab9b548e903d5,Cityscape. Kiev.,Cubo-Futurism,cityscape,c.1913
45915.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,High Noon at Kasumigaseki,Ukiyo-e,cityscape,1830
3711.jpg,4efe284a888c4bd2e3f030be256251ee,The Grand Canal at Rialto,Rococo,cityscape,c.1740
48779.jpg,7e4dc558dfaf1fde7eb908e370393d00,A Balcony in Paris,Impressionism,cityscape,1881
75024.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Gate in the Paris Ramparts,Post-Impressionism,cityscape,1887
55137.jpg,234c8d1df0b49b512791078cf00cf352,Langland Bay,Impressionism,cityscape,1872
10958.jpg,059d590e174c545474f0fedcc126ce4c,The South Side of St Mark ,Romanticism,cityscape,1851.0
31113.jpg,7e4dc558dfaf1fde7eb908e370393d00,The Boulevard Viewed from Above,Impressionism,cityscape,1880
37752.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Bleaching Ground,Realism,cityscape,1882
74080.jpg,3a320926ef941d53716127548523450c,"Venice, seen from the Giudecca Canal ",Romanticism,cityscape,1840
4696.jpg,7e4dc558dfaf1fde7eb908e370393d00,Boulevard des Italiens,Impressionism,cityscape,c.1880
43561.jpg,059d590e174c545474f0fedcc126ce4c,Hotel de Ville Brussels ,Romanticism,cityscape,1833.0
12419.jpg,7e4dc558dfaf1fde7eb908e370393d00,Traffic Island on Boulevard Haussmann,Impressionism,cityscape,c.1880
61290.jpg,d8a3c897c506be7de91d8f892f14f934,Route traversant village ,Realism,cityscape,
61462.jpg,53128585a400eea9a4df4ff3ec89db41,The Harbour and the Quays at Port-en-Bessin,Pointillism,cityscape,1888
30527.jpg,53128585a400eea9a4df4ff3ec89db41,Sunday at Port-en-Bessin,Pointillism,cityscape,1888
73838.jpg,821cc8348e92c1dd6e2308b4d578fa25,Houses in Trouville ,Naïve Art (Primitivism),cityscape,1933
58429.jpg,9bfa421135ab2d6a06156664b9479dd4,Bridge on the Seine,New Realism,cityscape,
44504.jpg,b36edf57ed623e40e433565053f5f6ca,The Bridge of the Tug boat,Cubism,cityscape,1920.0
2298.jpg,1a8d67dbb446bdc4298cc0be56932a38,"Vetheuil, The Church  in Winter",Impressionism,cityscape,1879
73469.jpg,5492f3de0de95c559f5d2ebcffb084a6,Station Forestiere ,Surrealism,cityscape,1960.0
30173.jpg,43353cb8b311243973c241d1c148f040,Strange travelers,Metaphysical art,cityscape,1922
50595.jpg,b60aa1ea22ccf54d9fe50f892e9f28ab,"Marseille, an Old Port",Pointillism,cityscape,1906
50613.jpg,50591a7061fb340d875723f38e00cc3b,"Spring Morning in the Heart of the City (aka Madison Square, New York)",Impressionism,cityscape,
21210.jpg,43353cb8b311243973c241d1c148f040,Turin Spring,Metaphysical art,cityscape,1914
69137.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,The Rispal Restaurant at Asnieres,Post-Impressionism,cityscape,1887
22540.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,View from the Apartment in the Rue Lepic,Post-Impressionism,cityscape,1887
21459.jpg,b60aa1ea22ccf54d9fe50f892e9f28ab,Grand Canal (Venise),Pointillism,cityscape,1905
79819.jpg,4c313b70eecd9d3379209acc93d8620a,View of Venice,Romanticism,cityscape,
44008.jpg,e9cccfc2addb4f5f89a333f5b5deb834,Winter in Borisoglebsk,Realism,cityscape,
79480.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,View from Vincent's room in the Rue Lepic,Post-Impressionism,cityscape,1887
79089.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,A Snowstorm at Kinryozan Temple ,Ukiyo-e,cityscape,
59507.jpg,612edcdb31a0860c982b1833fc1e6d17,Venice Veduta,Rococo,cityscape,c.1738
16355.jpg,83518d02afc5754dd9e79985f56c3355,The Grands Boulevards Porte and Port Denis Martin,Post-Impressionism,cityscape,
56494.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Fra Krageroe,Realism,cityscape,
45095.jpg,30134467c49a3350f74b4311506f8386,"Trouville, the Exit to the Port",Post-Impressionism,cityscape,
65297.jpg,7e4dc558dfaf1fde7eb908e370393d00,Le Pont de l'Europe,Impressionism,cityscape,1877
57999.jpg,7e4dc558dfaf1fde7eb908e370393d00,Pont d'Argenteuil,Impressionism,cityscape,1885
53286.jpg,5492f3de0de95c559f5d2ebcffb084a6,Harmony ,Expressionism,cityscape,1927.0
3361.jpg,9c948f31fc16aca442cc91e7fe05fb95,The grand canal of Venice (Blue Venice),Impressionism,cityscape,1875
66764.jpg,1a8d67dbb446bdc4298cc0be56932a38,Houses of Parliament,Impressionism,cityscape,1904
102539.jpg,5492f3de0de95c559f5d2ebcffb084a6,For Auderghem ,Expressionism,cityscape,1923.0
